Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Mechanic,103080,17,High School,0.71,1.49,0.34,Medium,0.55,0.68,0.7,0.79,0.92,0.36,0.04,0.36,0.67,0.21,Medio,34.0,0,0.528
UX Researcher,55401,21,Bachelor's,0.21,0.5,0.36,Medium,0.59,0.39,0.72,0.67,0.8,0.87,0.82,0.45,0.31,0.5,Medio,36.0,0,0.612
Software Engineer,41928,7,Bachelor's,0.31,1.04,0.34,Medium,0.23,0.75,0.18,0.14,0.29,0.37,0.33,0.37,0.14,0.17,Medio,34.0,0,0.297
Doctor,140177,24,Bachelor's,0.4,0.84,0.25,Low,0.53,0.58,0.56,0.4,0.98,0.04,0.22,0.28,0.88,0.92,Bajo,25.0,0,0.539
Graphic Designer,47024,28,PhD,0.42,1.41,0.34,Medium,0.65,0.94,0.75,0.28,0.72,0.29,0.11,0.72,0.18,0.11,Medio,34.0,0,0.475
Teacher,39612,10,Master's,0.19,1.0,0.3,Low,0.68,0.88,0.03,0.87,0.7,0.17,0.03,0.26,0.92,0.67,Bajo,30.0,0,0.521
Truck Driver,51450,1,High School,0.45,1.44,0.82,High,0.2,0.15,0.99,0.33,0.16,0.01,0.29,0.89,0.53,0.63,Alto,82.0,1,0.418
Mechanic,149511,27,Master's,0.51,1.34,0.43,Medium,0.98,0.08,0.72,0.66,0.19,0.39,0.31,0.09,0.58,0.99,Medio,43.0,0,0.499
Construction Worker,106554,21,High School,0.55,0.54,0.73,High,0.51,0.99,0.88,0.34,0.54,0.55,0.69,0.69,0.79,0.02,Alto,73.0,1,0.6
HR Specialist,97173,3,High School,0.07,0.98,0.67,Medium,0.49,0.06,0.23,0.58,0.09,0.42,0.33,0.82,0.11,0.68,Alto,67.0,0,0.381
Software Engineer,44517,3,Bachelor's,0.59,0.71,0.54,Medium,0.67,0.07,0.82,0.86,0.06,0.6,0.59,0.01,0.34,0.97,Medio,54.0,0,0.499
Security Guard,31321,22,Master's,0.93,1.18,0.71,High,0.08,0.72,0.55,0.13,0.61,0.81,0.75,0.25,0.26,0.97,Alto,71.0,1,0.513
AI Engineer,93001,25,High School,0.32,1.32,0.09,Low,0.2,0.18,0.09,0.85,0.58,0.26,0.85,0.8,0.1,0.64,Bajo,9.0,0,0.455
Chef,35685,23,Bachelor's,0.72,1.22,0.37,Medium,0.32,0.84,0.9,0.28,0.02,0.86,0.38,0.33,0.35,0.42,Medio,37.0,0,0.47
Data Scientist,35335,13,High School,0.57,0.58,0.69,Medium,0.94,0.93,0.88,0.66,0.22,0.05,0.1,0.32,0.5,0.99,Alto,69.0,0,0.559
Mechanic,110286,26,Bachelor's,0.52,1.2,0.37,Medium,0.93,0.53,0.28,0.94,0.63,0.48,0.58,0.75,0.15,0.86,Medio,37.0,0,0.613
Doctor,45641,16,PhD,0.57,1.18,0.26,Low,0.37,0.99,0.68,0.42,0.68,0.52,0.11,0.8,0.56,0.8,Bajo,26.0,0,0.593
Retail Worker,50242,5,PhD,0.54,1.27,0.95,High,0.88,0.86,0.25,0.84,0.17,0.2,0.11,0.86,0.11,0.14,Alto,95.0,1,0.442
Teacher,60166,19,Master's,0.57,1.38,0.15,Low,0.55,0.17,0.27,0.13,0.41,0.59,0.28,0.85,0.98,0.12,Bajo,15.0,0,0.435
UX Researcher,61232,15,Master's,0.79,0.69,0.44,Medium,0.39,0.92,0.66,0.04,0.01,0.2,0.32,0.48,0.84,0.31,Medio,44.0,0,0.417
Graphic Designer,78720,29,PhD,0.33,0.51,0.68,Medium,0.14,0.29,0.13,0.49,0.93,0.1,0.44,0.02,0.77,0.64,Alto,68.0,0,0.395
Construction Worker,125110,4,Bachelor's,0.47,1.41,0.8,High,0.51,0.7,0.52,0.19,0.32,0.09,0.43,0.61,0.12,0.63,Alto,80.0,1,0.412
Marketing Manager,113128,7,High School,0.34,0.72,0.66,Medium,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71,Medio,66.0,0,0.547
Teacher,120605,29,PhD,0.39,1.29,0.11,Low,0.28,0.93,0.03,0.22,0.48,0.4,0.63,0.19,0.07,0.37,Bajo,11.0,0,0.36
Customer Support,39513,18,Bachelor's,0.56,1.1,0.84,High,0.25,0.76,0.09,0.2,0.74,0.28,0.49,0.33,0.51,0.35,Alto,84.0,1,0.4
UX Researcher,57177,0,Master's,0.85,0.65,0.44,Medium,0.56,0.15,0.13,0.66,0.65,0.23,0.23,0.75,0.12,0.92,Medio,44.0,0,0.44
Marketing Manager,85572,8,Master's,0.87,0.71,0.31,Medium,0.94,0.34,0.31,0.26,0.24,0.73,0.91,0.79,0.67,0.29,Bajo,31.0,0,0.548
Mechanic,147849,12,Master's,0.24,0.61,0.35,Medium,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,0.89,0.25,Medio,35.0,0,0.606
Nurse,126080,1,High School,0.29,0.94,0.14,Low,0.77,0.26,0.86,0.23,0.36,0.45,0.29,0.77,0.41,0.89,Bajo,14.0,0,0.529
Software Engineer,144438,4,High School,0.86,1.02,0.5,Medium,0.22,0.59,0.95,0.08,0.75,0.87,0.99,0.33,0.36,0.23,Medio,50.0,0,0.537
Construction Worker,34844,22,PhD,0.14,0.77,0.77,High,0.37,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09,Alto,77.0,1,0.503
Security Guard,47639,21,Bachelor's,0.68,1.05,0.87,High,0.64,0.78,0.24,0.43,0.15,0.43,0.7,0.69,0.71,0.31,Alto,87.0,1,0.508
Construction Worker,86041,3,Master's,0.37,1.44,0.79,High,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,0.13,Alto,79.0,1,0.552
Teacher,68575,2,Master's,0.46,1.22,0.14,Low,0.55,0.03,0.46,0.24,0.52,0.53,0.75,0.54,0.61,0.53,Bajo,14.0,0,0.476
AI Engineer,120150,14,High School,0.76,1.13,0.18,Low,0.34,0.78,0.19,0.04,0.7,0.14,0.9,0.77,0.6,0.31,Bajo,18.0,0,0.477
Truck Driver,42485,16,High School,0.48,0.79,0.94,High,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,0.76,0.79,Alto,94.0,1,0.701
Software Engineer,103147,13,Master's,0.04,0.7,0.56,Medium,0.4,0.61,0.55,0.44,0.23,0.72,0.91,0.77,0.12,0.54,Medio,56.0,0,0.529
Customer Support,66598,8,PhD,0.59,0.94,0.77,High,0.33,0.24,0.2,0.59,0.51,0.73,0.31,0.46,0.68,0.96,Alto,77.0,1,0.501
Retail Worker,132916,27,PhD,0.3,0.95,0.88,High,0.96,0.54,0.81,0.46,0.04,0.89,0.29,0.14,1.0,0.35,Alto,88.0,1,0.548
Truck Driver,41311,3,PhD,0.31,1.01,0.72,High,0.35,0.67,0.92,0.4,0.56,0.64,0.07,0.34,0.68,0.74,Alto,72.0,1,0.537
Marketing Manager,139940,6,PhD,0.01,0.51,0.52,Medium,0.55,0.56,0.72,0.92,0.99,0.7,0.51,0.14,0.38,0.57,Medio,52.0,0,0.604
Marketing Manager,124930,9,High School,0.13,1.29,0.7,Medium,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58,Alto,70.0,0,0.441
UX Researcher,115639,9,PhD,0.98,0.51,0.5,Medium,0.5,0.29,0.53,0.67,0.67,0.09,0.8,0.93,0.12,0.42,Medio,50.0,0,0.502
Truck Driver,34123,16,Master's,0.83,1.03,0.72,High,0.57,0.36,0.54,0.65,0.64,0.67,0.68,0.11,0.19,0.63,Alto,72.0,1,0.504
Financial Analyst,98384,13,Bachelor's,0.63,0.57,0.37,Medium,0.48,0.45,0.75,0.39,0.66,0.7,0.65,0.6,0.81,0.66,Medio,37.0,0,0.615
Graphic Designer,102433,29,Master's,0.64,0.66,0.42,Medium,0.33,0.09,0.69,0.6,0.59,0.48,0.54,0.01,0.1,0.68,Medio,42.0,0,0.411
Marketing Manager,127550,15,Bachelor's,0.11,0.83,0.4,Medium,0.03,0.41,0.03,0.0,0.79,0.31,0.57,0.3,0.93,0.73,Medio,40.0,0,0.41
Software Engineer,76509,27,Master's,0.26,1.08,0.52,Medium,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,0.06,Medio,52.0,0,0.378
Financial Analyst,141075,11,High School,0.65,0.66,0.43,Medium,0.33,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74,Medio,43.0,0,0.603
Teacher,35853,18,Master's,0.07,0.54,0.22,Low,0.94,0.77,0.83,0.54,0.3,0.68,0.71,0.68,0.95,0.37,Bajo,22.0,0,0.677
Teacher,95311,28,High School,0.91,0.66,0.22,Low,0.87,0.31,0.83,0.33,0.79,0.07,0.66,0.68,0.49,0.69,Bajo,22.0,0,0.572
Lawyer,145672,28,High School,0.73,1.46,0.48,Medium,0.53,0.26,0.99,0.06,0.36,0.3,0.39,0.92,0.37,0.92,Medio,48.0,0,0.51
Financial Analyst,107045,5,Bachelor's,0.17,1.3,0.4,Medium,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52,Medio,40.0,0,0.448
Lawyer,68211,4,PhD,0.2,0.91,0.52,Medium,0.18,0.28,0.78,0.42,0.0,0.05,0.44,0.06,0.17,0.73,Medio,52.0,0,0.311
HR Specialist,58454,29,PhD,0.52,0.63,0.35,Medium,0.05,0.85,0.95,0.12,0.21,0.09,0.88,0.96,0.26,0.3,Medio,35.0,0,0.467
Financial Analyst,97855,3,Master's,0.19,0.5,0.34,Medium,0.62,0.04,0.43,0.5,0.91,0.47,0.14,0.29,0.67,0.11,Medio,34.0,0,0.418
Construction Worker,127891,23,PhD,1.0,0.51,0.74,High,0.84,0.1,0.03,0.12,0.69,0.99,0.59,0.12,0.18,0.54,Alto,74.0,1,0.42
UX Researcher,120094,25,PhD,0.66,1.07,0.69,Medium,0.2,0.17,0.86,0.29,0.33,0.55,0.38,0.29,0.92,0.13,Alto,69.0,0,0.412
Construction Worker,130621,21,High School,0.0,1.31,0.74,High,0.77,0.15,0.42,0.73,0.27,0.31,0.67,0.19,0.95,0.19,Alto,74.0,1,0.465
Mechanic,141579,13,PhD,0.8,0.87,0.36,Medium,0.17,0.99,0.73,0.45,0.26,0.02,0.67,0.96,0.11,0.75,Medio,36.0,0,0.511
Retail Worker,64907,10,PhD,0.79,0.87,0.88,High,0.93,0.62,0.92,0.24,0.98,0.87,0.11,0.41,0.93,0.08,Alto,88.0,1,0.609
Nurse,147754,11,Bachelor's,0.72,0.53,0.24,Low,0.36,0.25,0.58,0.54,0.87,0.68,0.42,0.65,0.75,0.94,Bajo,24.0,0,0.604
Nurse,61937,1,High School,0.54,0.87,0.27,Low,0.79,0.08,0.7,0.54,0.1,0.56,0.19,0.71,0.28,0.15,Bajo,27.0,0,0.41
Data Scientist,41593,25,Bachelor's,0.49,0.7,0.64,Medium,0.0,0.84,0.52,0.92,0.2,0.1,0.62,0.71,0.37,0.01,Medio,64.0,0,0.429
Research Scientist,75337,2,Master's,0.23,0.85,0.18,Low,0.7,0.96,0.14,0.68,0.23,0.22,0.63,0.78,0.98,0.77,Bajo,18.0,0,0.609
Mechanic,147553,19,High School,0.23,1.26,0.51,Medium,0.3,0.47,0.91,0.76,0.45,0.98,0.79,0.01,0.11,0.55,Medio,51.0,0,0.533
UX Researcher,69114,24,Master's,0.81,1.4,0.4,Medium,0.76,0.54,0.39,0.79,0.56,0.64,0.06,0.59,0.3,0.49,Medio,40.0,0,0.512
Chef,142467,3,Master's,0.61,0.65,0.35,Medium,0.19,0.82,0.03,0.73,0.06,0.59,0.77,0.23,0.2,0.29,Medio,35.0,0,0.391
Truck Driver,95410,0,High School,0.49,1.23,0.82,High,0.13,0.44,0.16,0.75,0.17,0.48,0.69,0.23,0.08,0.56,Alto,82.0,1,0.369
Nurse,44802,16,PhD,0.59,1.25,0.13,Low,0.49,0.93,0.47,1.0,0.16,0.71,0.65,0.87,0.09,0.28,Bajo,13.0,0,0.565
Marketing Manager,62611,3,PhD,0.93,0.93,0.66,Medium,0.29,0.13,0.3,0.6,0.85,0.39,0.91,0.24,0.69,0.74,Medio,66.0,0,0.514
Construction Worker,58419,26,PhD,0.03,0.87,0.71,High,0.9,0.95,0.74,0.73,0.24,0.07,0.8,0.56,0.68,0.78,Alto,71.0,1,0.645
Financial Analyst,74852,28,Bachelor's,0.14,1.3,0.48,Medium,0.83,0.44,0.22,0.17,0.74,0.57,0.4,0.49,0.55,0.24,Medio,48.0,0,0.465
UX Researcher,125640,2,High School,0.29,0.89,0.5,Medium,0.17,0.39,0.39,0.29,1.0,0.07,0.64,0.17,0.84,0.91,Medio,50.0,0,0.487
Security Guard,112654,15,High School,0.82,0.75,0.74,High,0.32,0.34,0.4,0.37,0.41,0.71,0.25,0.02,0.49,0.45,Alto,74.0,1,0.376
Customer Support,57476,5,PhD,0.13,1.01,0.76,High,0.88,0.17,0.02,0.45,0.99,0.63,0.35,0.02,0.48,0.21,Alto,76.0,1,0.42
Mechanic,109398,18,PhD,0.58,0.77,0.33,Medium,0.76,0.59,0.84,0.26,0.65,0.12,0.29,0.66,0.83,0.32,Bajo,33.0,0,0.532
Truck Driver,139240,10,PhD,0.68,0.85,0.92,High,0.51,0.65,0.5,0.45,0.85,0.29,0.04,0.88,0.83,0.37,Alto,92.0,1,0.537
Data Scientist,143089,15,Bachelor's,0.68,0.58,0.47,Medium,0.09,0.6,0.03,0.63,0.67,0.49,0.18,0.1,0.31,0.47,Medio,47.0,0,0.357
Data Scientist,145632,18,PhD,0.0,1.21,0.59,Medium,0.44,0.34,0.84,0.78,0.98,0.37,0.91,0.09,0.41,0.47,Medio,59.0,0,0.563
Doctor,104657,5,Master's,0.63,0.67,0.27,Low,0.55,0.9,0.0,0.63,0.41,0.51,0.74,0.23,0.2,0.7,Bajo,27.0,0,0.487
Financial Analyst,44835,8,Master's,0.23,0.98,0.48,Medium,0.69,0.0,0.59,0.61,0.75,0.89,0.44,0.34,0.1,0.34,Medio,48.0,0,0.475
Software Engineer,43830,6,Bachelor's,0.8,1.31,0.47,Medium,0.26,0.12,0.85,0.88,0.27,0.62,0.26,0.23,0.02,0.58,Medio,47.0,0,0.409
Construction Worker,67293,25,Master's,0.01,0.6,0.78,High,0.67,0.2,0.89,0.29,0.33,0.22,0.25,0.07,0.29,0.86,Alto,78.0,1,0.407
AI Engineer,68690,13,Bachelor's,0.88,0.6,0.16,Low,0.23,0.72,0.97,0.82,0.04,0.32,0.03,0.04,0.08,0.28,Bajo,16.0,0,0.353
AI Engineer,45234,1,Master's,0.4,0.9,0.24,Low,0.14,0.16,0.63,0.57,0.15,0.85,0.33,0.37,0.42,0.32,Bajo,24.0,0,0.394
Financial Analyst,120052,3,Bachelor's,0.39,0.76,0.66,Medium,0.31,0.7,0.35,0.44,0.24,0.75,0.74,0.02,0.06,0.92,Medio,66.0,0,0.453
Data Scientist,40270,19,High School,0.51,0.99,0.62,Medium,0.14,0.65,0.48,0.74,0.03,0.59,0.56,0.84,0.68,0.88,Medio,62.0,0,0.559
Graphic Designer,52562,3,PhD,0.41,0.64,0.55,Medium,0.87,0.07,0.56,0.11,0.03,0.68,0.68,0.6,0.86,0.08,Medio,55.0,0,0.454
Financial Analyst,52065,27,Bachelor's,0.86,1.0,0.41,Medium,0.74,0.89,0.69,0.79,0.28,0.29,0.86,0.61,0.23,0.52,Medio,41.0,0,0.59
Lawyer,66183,0,High School,0.22,1.15,0.32,Medium,0.3,0.67,0.15,0.22,0.88,0.67,0.5,0.21,0.34,0.57,Bajo,32.0,0,0.451
HR Specialist,67098,17,Master's,0.48,0.91,0.49,Medium,0.11,0.11,0.96,0.98,0.43,0.79,0.66,0.12,0.3,0.31,Medio,49.0,0,0.477
Construction Worker,74143,7,High School,0.58,1.42,0.9,High,0.86,0.89,0.8,0.33,0.22,0.57,0.69,0.39,0.85,0.96,Alto,90.0,1,0.656
AI Engineer,149245,11,Master's,0.21,1.3,0.16,Low,0.18,0.66,0.6,0.17,0.87,0.85,0.84,0.4,0.82,0.84,Bajo,16.0,0,0.623
Security Guard,112802,7,Bachelor's,0.96,0.88,0.75,High,0.29,0.49,0.81,0.72,0.79,0.38,0.25,0.02,0.63,0.8,Alto,75.0,1,0.518
Teacher,76611,8,High School,0.48,1.43,0.1,Low,0.51,0.21,0.19,0.95,0.82,0.01,0.27,0.21,0.15,0.7,Bajo,10.0,0,0.402
Teacher,48609,0,PhD,0.45,0.69,0.12,Low,0.36,0.79,0.99,0.18,0.34,0.28,0.04,0.22,0.9,0.84,Bajo,12.0,0,0.494
Financial Analyst,138629,15,PhD,0.37,0.81,0.36,Medium,0.62,0.56,0.43,0.86,0.62,0.26,0.37,0.15,0.59,0.59,Medio,36.0,0,0.505
Financial Analyst,53481,4,Bachelor's,0.2,0.7,0.35,Medium,0.61,0.69,0.7,0.53,0.95,0.88,0.96,0.39,0.88,0.76,Medio,35.0,0,0.735
UX Researcher,60412,17,Master's,0.11,1.18,0.35,Medium,0.29,0.5,0.68,0.93,0.59,0.67,0.31,0.69,0.44,0.86,Medio,35.0,0,0.596
Teacher,137271,4,PhD,0.47,0.93,0.25,Low,0.95,0.33,0.48,0.71,0.9,0.49,0.11,0.37,0.55,0.42,Bajo,25.0,0,0.531
Nurse,37612,16,High School,0.04,1.19,0.3,Low,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53,Bajo,30.0,0,0.645
UX Researcher,87623,12,High School,0.94,0.72,0.62,Medium,0.27,0.88,0.1,0.18,0.72,0.17,0.16,0.56,0.83,0.27,Medio,62.0,0,0.414
HR Specialist,84503,2,Bachelor's,0.81,1.08,0.56,Medium,0.04,0.37,0.26,0.15,0.39,0.35,0.73,0.6,0.91,0.15,Medio,56.0,0,0.395
Doctor,140427,23,PhD,0.53,0.5,0.25,Low,0.51,0.49,0.36,0.37,0.43,0.02,0.08,0.51,0.15,0.78,Bajo,25.0,0,0.37
Teacher,73281,15,High School,0.1,0.74,0.14,Low,0.04,0.14,0.32,0.31,0.8,0.84,0.19,0.12,0.63,0.8,Bajo,14.0,0,0.419
HR Specialist,66492,3,High School,0.01,0.91,0.59,Medium,0.83,0.06,0.68,0.29,0.07,0.49,0.16,0.74,0.74,0.84,Medio,59.0,0,0.49
Data Scientist,52368,8,PhD,0.01,0.76,0.49,Medium,0.69,0.38,0.54,0.52,0.16,0.62,0.44,0.81,0.69,0.11,Medio,49.0,0,0.496
Security Guard,113302,14,Master's,0.7,0.59,0.9,High,0.22,0.5,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36,Alto,90.0,1,0.422
Chef,80901,17,Master's,0.77,0.62,0.58,Medium,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,0.26,0.74,Medio,58.0,0,0.473
UX Researcher,68197,23,High School,0.87,0.89,0.62,Medium,0.26,0.66,0.1,0.02,0.1,0.32,0.03,0.63,0.32,0.74,Medio,62.0,0,0.318
Teacher,101721,9,Master's,0.22,0.91,0.15,Low,0.13,0.99,0.28,0.72,0.22,0.88,0.39,0.9,0.34,0.01,Bajo,15.0,0,0.486
Mechanic,125101,12,Bachelor's,0.52,0.62,0.39,Medium,0.78,0.04,0.49,0.53,0.69,0.04,0.59,0.0,0.27,0.5,Medio,39.0,0,0.393
Security Guard,143605,3,Master's,0.13,0.67,0.87,High,0.37,0.62,1.0,0.99,0.35,0.5,0.9,0.09,0.45,0.38,Alto,87.0,1,0.565
Financial Analyst,124183,10,PhD,0.99,1.23,0.46,Medium,0.83,0.49,0.87,0.27,0.22,0.25,0.54,0.29,0.15,0.99,Medio,46.0,0,0.49
Teacher,81907,12,Master's,0.64,1.39,0.28,Low,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,0.66,0.88,Bajo,28.0,0,0.608
Software Engineer,130231,29,High School,0.31,1.22,0.38,Medium,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,0.56,Medio,38.0,0,0.54
Truck Driver,50893,6,PhD,0.36,1.17,0.84,High,0.55,0.51,0.94,0.93,0.36,0.35,0.55,0.1,0.3,0.23,Alto,84.0,1,0.482
Research Scientist,34273,13,PhD,0.64,0.88,0.09,Low,0.89,0.87,0.86,0.39,0.06,0.11,0.28,0.22,0.87,0.99,Bajo,9.0,0,0.554
Research Scientist,129941,0,PhD,0.73,1.09,0.24,Low,0.95,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,0.01,Bajo,24.0,0,0.498
Truck Driver,65310,0,High School,0.43,1.21,0.8,High,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1,Alto,80.0,1,0.596
UX Researcher,111301,15,High School,0.47,1.13,0.57,Medium,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13,Medio,57.0,0,0.54
Graphic Designer,125325,25,PhD,0.8,0.74,0.5,Medium,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,0.87,Medio,50.0,0,0.687
Customer Support,53070,20,Master's,0.68,1.22,0.81,High,0.86,0.69,0.66,0.22,0.41,0.43,0.73,0.62,0.09,0.31,Alto,81.0,1,0.502
Teacher,137582,2,High School,0.74,1.24,0.17,Low,0.12,0.29,0.25,0.78,0.18,0.46,0.67,0.96,1.0,0.95,Bajo,17.0,0,0.566
Software Engineer,77851,13,Master's,0.75,1.26,0.65,Medium,0.95,0.45,0.42,0.46,0.66,0.78,0.87,0.46,0.36,0.98,Medio,65.0,0,0.639
HR Specialist,94690,17,PhD,0.22,1.22,0.37,Medium,0.4,0.29,0.17,0.58,0.37,0.46,0.2,0.77,0.31,0.34,Medio,37.0,0,0.389
Marketing Manager,106145,25,High School,0.43,0.96,0.51,Medium,0.97,0.9,0.61,0.04,0.61,0.09,0.71,0.39,0.84,0.94,Medio,51.0,0,0.61
Teacher,144256,4,PhD,0.46,1.09,0.1,Low,0.93,0.43,0.17,0.76,0.22,0.14,0.56,0.67,0.57,0.66,Bajo,10.0,0,0.511
Nurse,94322,12,Bachelor's,0.48,0.86,0.29,Low,0.05,0.3,0.94,0.98,0.82,0.08,0.56,0.4,0.81,0.06,Bajo,29.0,0,0.5
Retail Worker,97504,3,Bachelor's,0.49,0.66,0.87,High,0.82,0.7,0.44,0.88,0.14,0.26,0.49,0.06,0.1,0.4,Alto,87.0,1,0.429
Graphic Designer,64897,11,Master's,0.91,0.97,0.36,Medium,0.18,0.38,0.21,0.08,0.67,0.58,0.29,0.78,0.78,0.49,Medio,36.0,0,0.444
Lawyer,53425,18,Master's,0.92,1.17,0.4,Medium,0.61,0.41,0.64,0.47,0.49,0.74,0.61,0.08,0.07,0.31,Medio,40.0,0,0.443
Lawyer,69426,26,PhD,0.28,1.15,0.38,Medium,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05,Medio,38.0,0,0.555
Lawyer,69801,0,Bachelor's,0.48,1.22,0.62,Medium,0.52,0.26,0.14,0.16,0.87,0.12,0.38,0.33,0.87,0.48,Medio,62.0,0,0.413
Lawyer,102904,1,High School,0.74,1.35,0.34,Medium,0.25,0.14,0.46,0.72,0.17,0.13,0.61,0.23,0.48,0.05,Medio,34.0,0,0.324
Customer Support,72020,6,Bachelor's,0.54,1.15,0.77,High,0.28,0.8,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92,Alto,77.0,1,0.624
Lawyer,59362,18,Master's,0.27,0.8,0.65,Medium,0.65,0.8,0.29,1.0,0.14,0.96,0.9,0.55,0.59,0.78,Medio,65.0,0,0.666
Security Guard,113366,20,Master's,0.53,1.4,0.72,High,0.91,0.73,0.77,0.06,0.19,0.93,0.12,0.63,0.78,0.23,Alto,72.0,1,0.535
AI Engineer,114142,21,PhD,0.62,1.35,0.11,Low,0.44,0.62,0.92,0.02,0.21,0.23,0.33,0.28,0.59,0.89,Bajo,11.0,0,0.453
Marketing Manager,94197,3,Bachelor's,0.24,1.36,0.55,Medium,0.22,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65,Medio,55.0,0,0.536
Financial Analyst,73518,2,High School,0.21,0.63,0.4,Medium,0.16,0.62,0.6,0.59,0.64,0.81,0.91,0.23,0.59,0.08,Medio,40.0,0,0.523
Mechanic,138460,20,Bachelor's,0.65,0.99,0.6,Medium,0.43,0.13,0.87,0.08,0.19,0.28,1.0,0.42,0.5,0.77,Medio,60.0,0,0.467
Marketing Manager,38628,18,PhD,0.49,1.47,0.62,Medium,0.4,0.38,0.93,0.68,0.62,0.76,0.56,0.16,0.32,0.56,Medio,62.0,0,0.537
Software Engineer,72353,14,Master's,0.44,1.26,0.37,Medium,0.06,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84,Medio,37.0,0,0.488
Lawyer,47054,19,Master's,0.56,1.38,0.31,Medium,0.07,0.16,0.03,0.66,0.63,0.21,0.15,0.15,0.95,0.69,Bajo,31.0,0,0.37
Data Scientist,73489,2,Master's,0.32,0.93,0.34,Medium,1.0,0.76,0.62,0.59,0.5,0.26,0.23,0.55,0.07,0.07,Medio,34.0,0,0.465
Retail Worker,127014,11,Master's,0.92,1.41,0.7,Medium,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,0.61,Alto,70.0,0,0.496
AI Engineer,138569,22,Master's,0.74,1.21,0.07,Low,0.91,0.52,0.9,0.9,0.2,0.38,0.13,0.77,0.5,0.93,Bajo,7.0,0,0.614
Security Guard,134371,6,Bachelor's,0.69,1.49,0.87,High,0.07,0.59,0.18,0.03,0.33,0.27,0.79,0.37,0.73,0.02,Alto,87.0,1,0.338
Mechanic,77687,28,Bachelor's,0.03,0.72,0.45,Medium,0.61,0.99,0.35,0.06,0.19,0.9,0.7,0.79,0.12,0.13,Medio,45.0,0,0.484
Truck Driver,40128,23,Master's,0.86,0.71,0.86,High,0.52,0.54,0.2,0.64,0.04,0.99,0.03,0.05,0.32,0.83,Alto,86.0,1,0.416
Research Scientist,105505,12,Bachelor's,0.47,0.52,0.07,Low,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12,Bajo,7.0,0,0.556
Customer Support,37109,19,High School,0.05,1.21,0.91,High,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57,Alto,91.0,1,0.469
Financial Analyst,97672,7,Bachelor's,0.47,1.09,0.7,Medium,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89,Alto,70.0,0,0.439
Mechanic,149593,19,High School,0.3,1.24,0.52,Medium,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38,Medio,52.0,0,0.508
AI Engineer,81108,6,Master's,0.48,0.9,0.17,Low,0.94,0.66,0.29,0.17,0.42,0.45,0.6,0.27,0.77,0.1,Bajo,17.0,0,0.467
Graphic Designer,77197,3,Bachelor's,0.83,1.39,0.61,Medium,0.58,0.57,0.47,0.23,0.38,0.99,0.15,0.54,0.87,0.45,Medio,61.0,0,0.523
Customer Support,113499,6,Master's,0.17,0.93,0.94,High,0.09,0.59,0.92,0.95,0.85,0.86,0.65,0.22,0.73,0.98,Alto,94.0,1,0.684
Truck Driver,133462,6,Master's,0.26,1.07,0.87,High,0.21,0.72,0.59,0.61,0.31,0.16,0.62,0.59,0.34,0.3,Alto,87.0,1,0.445
HR Specialist,96393,13,Master's,0.49,1.47,0.61,Medium,0.85,0.51,0.53,0.2,0.72,0.42,0.74,0.41,0.11,0.17,Medio,61.0,0,0.466
